season,episode,title,restaurant,air_date,latitude,longitude,rating,price,state
28,13,"Italian, Hawaiian and Colombian",Pazzo,2018-06-29,37.504936,-122.2618236,4.5,$$,California
28,13,"Italian, Hawaiian and Colombian",LOBA Restaurant,2018-06-29,25.7742658,-80.1936589,,,Florida
28,14,Playin' Chicken,Scolari's Good Eats,2018-07-06,37.6090291,-121.899142,,,California
28,14,Playin' Chicken,Pizzeria Credo,2018-07-06,47.6038321,-122.3300624,4.5,$$,Washington
28,14,Playin' Chicken,Foster's Kitchen,2018-07-06,19.641941,-155.996933,4.0,$$,Hawaii
28,15,On the Hook and In the Bun,The Red Door,2018-07-27,47.6038321,-122.3300624,3.0,$$,Washington
28,15,On the Hook and In the Bun,Rebel Kitchen,2018-07-27,19.517728,-155.921402,4.5,$$,Hawaii
28,15,On the Hook and In the Bun,Grand Harbor,2018-07-27,37.7790262,-122.4199061,,,California
28,16,Fusion of Flavors,Saucy Porka,2018-08-03,41.8755616,-87.6244212,4.5,$,Illinois
28,16,Fusion of Flavors,Sisters and Brothers Bar,2018-08-03,47.6038321,-122.3300624,4.0,$$,Washington
28,16,Fusion of Flavors,Island Lava Java,2018-08-03,19.641941,-155.996933,4.0,$$,Hawaii
28,17,Tasty Traditions,Piroshki on 3rd,2018-08-10,47.6038321,-122.3300624,4.5,$,Washington
28,17,Tasty Traditions,Kanaka Kava,2018-08-10,19.641941,-155.996933,4.5,$$,Hawaii
28,17,Tasty Traditions,Manny's Cafeteria and Delicatessen,2018-08-10,41.8755616,-87.6244212,4.0,$$,Illinois
28,18,Far East Flavorfest,Del Seoul,2018-08-31,41.8755616,-87.6244212,4.5,$,Illinois
28,18,Far East Flavorfest,Original Thai,2018-08-31,19.641941,-155.996933,4.0,$$,Hawaii
28,18,Far East Flavorfest,Bok A Bok Fried Chicken & Biscuits,2018-08-31,47.6038321,-122.3300624,,,Washington
28,19,Culinary Journey,Broke Da Mouth Grindz,2018-09-07,19.641941,-155.996933,4.5,$$,Hawaii
28,19,Culinary Journey,MFK,2018-09-07,41.8755616,-87.6244212,4.0,$$$,Illinois
28,19,Culinary Journey,Blue Toba,2018-09-07,42.1972487,-122.7153995,4.5,$$,Oregon
29,1,From Pork to Pasta,Ruins,2018-09-21,47.6579425,-117.4212265,4.0,$$,Washington
29,1,From Pork to Pasta,Bella Luna Cafe,2018-09-21,41.8755616,-87.6244212,,,Illinois
29,1,From Pork to Pasta,Sun Wah BBQ,2018-09-21,41.8755616,-87.6244212,4.0,$$,Illinois
29,2,"Sandwiches, Southern and South of the Boarder",Roost Fried Chicken,2018-09-28,45.6794293,-111.0440474,4.0,$$,Montana
29,2,"Sandwiches, Southern and South of the Boarder",Nordic Smoke BBQ,2018-09-28,47.6579425,-117.4212265,5.0,$,Washington
29,2,"Sandwiches, Southern and South of the Boarder",Agave,2018-09-28,42.1972487,-122.7153995,3.5,$$,Oregon
29,3,"Pretzels, Pork and Paella",Storm Castle Cafe,2018-10-19,45.6794293,-111.0440474,4.5,$$,Montana
29,3,"Pretzels, Pork and Paella",La Terraza Rum Longe,2018-10-19,34.7464809,-92.2895948,4.0,$$,Arkansas
29,3,"Pretzels, Pork and Paella",Flyway Brewing,2018-10-19,34.769536,-92.2670941,4.0,$$,Arkansas
29,4,From Big Burgers to Little Italy,Zoftig Eatery,2018-10-26,38.4404925,-122.7141049,4.5,$$,California
29,4,From Big Burgers to Little Italy,Bruno's Little Italy,2018-10-26,34.7464809,-92.2895948,4.0,$$,Arkansas
29,4,From Big Burgers to Little Italy,North Bar,2018-10-26,34.7464809,-92.2895948,4.5,$$,Arkansas
29,5,Meaty Mashup,The Fold: Botanas & Bar,2018-11-09,34.7464809,-92.2895948,4.0,$$,Arkansas
29,5,Meaty Mashup,Simply Vietnam Express,2018-11-09,38.4404925,-122.7141049,3.5,$$,California
29,5,Meaty Mashup,Cochon Volant BBQ,2018-11-09,38.5110803,-122.8473388,4.0,$$,California
29,6,"Burgers, Bacon and BBQ",The Root Cafe,2018-11-23,34.7464809,-92.2895948,4.5,$$,Arkansas
29,6,"Burgers, Bacon and BBQ",Eight Noodle Shop,2018-11-23,38.2971367,-122.2855293,3.5,$$,California
29,6,"Burgers, Bacon and BBQ",Smoke Shack,2018-11-23,29.4246002,-98.4951405,4.0,$$,Texas
29,7,From Sandwiches to Stroganoff,Wrigleyville,2018-11-30,29.4246002,-98.4951405,4.5,$,Texas
29,7,From Sandwiches to Stroganoff,Fat Tummy,2018-11-30,29.4246002,-98.4951405,,,Texas
29,7,From Sandwiches to Stroganoff,Zazu Kitchen + Farm,2018-11-30,38.3845125,-122.8332501583744,,,California
29,8,Regional Recipes,Dignowity Meats,2018-12-14,29.4246002,-98.4951405,,,Texas
29,8,Regional Recipes,Ma Harper's Creole Kitchen,2018-12-14,29.4246002,-98.4951405,4.5,$$,Texas
29,8,Regional Recipes,Taqueria Molcajetes,2018-12-14,38.4404925,-122.7141049,4.0,$$,California
29,9,Cultural Twist,Finn's Cafe,,40.7596198,-111.8867975,,,Utah
29,9,Cultural Twist,Red's Chinese,,29.9499323,-90.0701156,4.0,$$,Louisiana
29,9,Cultural Twist,Curry Pizza,,40.696629,-111.9867271,5.0,$,Utah
29,10,Handy Helpings,Hruska's Kolaches,,40.7596198,-111.8867975,4.5,$,Utah
29,10,Handy Helpings,Proper Burger Company,,40.7596198,-111.8867975,4.0,$$,Utah
29,10,Handy Helpings,Rreal Tacos,,33.7490987,-84.3901849,4.0,$$,Georgia
29,11,'Round the World Roundup,Yakitori Jinbei,2019-02-08,33.883887,-84.5147454,4.0,$$,Georgia
29,11,'Round the World Roundup,OneTaco,2019-02-08,30.2711286,-97.7436995,4.0,$,Texas
29,11,'Round the World Roundup,Laziz Kitchen,2019-02-08,40.7596198,-111.8867975,4.5,$$,Utah
29,12,Whole Lotta Comfort,Twisted Soul Cookhouse & Pours,2019-02-15,33.7490987,-84.3901849,4.0,$$,Georgia
29,12,Whole Lotta Comfort,Purgatory,2019-02-15,40.7596198,-111.8867975,4.5,$$,Utah
29,12,Whole Lotta Comfort,Valentina's,2019-02-15,30.2711286,-97.7436995,,,Texas
29,13,Eating Up New Orleans,Piece of Meat,2019-03-01,29.9499323,-90.0701156,4.5,$$,Louisiana
29,13,Eating Up New Orleans,Seither's Seafood,2019-03-01,29.9499323,-90.0701156,4.5,$$,Louisiana
29,13,Eating Up New Orleans,Avery's on Tulane,2019-03-01,29.9499323,-90.0701156,4.5,$$,Louisiana
29,14,Sandwich Showcase,Holy Roller,2019-02-22,30.2711286,-97.7436995,4.0,$$,Texas
29,14,Sandwich Showcase,SLAB BBQ & Beer,2019-02-22,30.2711286,-97.7436995,4.5,$$,Texas
29,14,Sandwich Showcase,Vinny's Bakery,2019-02-22,46.2306739,-119.0921006,4.5,$,Washington
29,15,Southern to South American,Greens & Gravy,2019-03-08,33.7490987,-84.3901849,3.5,$$,Georgia
29,15,Southern to South American,Boteco,2019-03-08,30.2711286,-97.7436995,4.5,$$,Texas
29,15,Southern to South American,Porter's Real Barbecue,2019-03-08,46.2804298,-119.2752055,4.5,$$,Washington
29,16,Mega Meat and Sweet Treats,Hankook Taqueria,2019-03-29,33.7490987,-84.3901849,4.0,$$,Georgia
29,16,Mega Meat and Sweet Treats,Pieous,2019-03-29,30.2711286,-97.7436995,4.5,$$,Texas
29,16,Mega Meat and Sweet Treats,The Folded Pizza Pie,2019-03-29,46.2804298,-119.2752055,4.0,$,Washington
29,17,"Belly, Beef and Bratwurst",Barley's Brewhub,,46.2087066,-119.1199192,3.5,$$,Washington
29,17,"Belly, Beef and Bratwurst",Fable Diner,,49.2608724,-123.1139529,4.0,$$,British Columbia
29,17,"Belly, Beef and Bratwurst",Pijiu Belly,,33.7490987,-84.3901849,4.0,$$,Georgia
29,18,Coming Together in Cali,Grana,,39.7284945,-121.8374777,4.0,$$,California
29,18,Coming Together in Cali,Upper Crust Bakery & Cafe,,39.7284945,-121.8374777,4.0,$,California
29,18,Coming Together in Cali,The Banshee,,39.7284945,-121.8374777,4.0,$$,California
29,19,Burger and Breakfast,The Pie Hole,,49.2608724,-123.1139529,4.0,$$,British Columbia
29,19,Burger and Breakfast,Sin of Cortez,,39.7284945,-121.8374777,3.5,$$,California
29,19,Burger and Breakfast,Ethos Bakery & Cafe,,46.2804298,-119.2752055,4.0,$$,Washington
29,20,Not Your Everyday Eats,Frost Me Sweet Bakery & Bistro,,46.2804298,-119.2752055,,,Washington
29,20,Not Your Everyday Eats,Momona,,39.7284945,-121.8374777,3.5,$$,California
29,20,Not Your Everyday Eats,Tuc Craft Kitchen,,49.2608724,-123.1139529,4.0,$$,British Columbia
30,1,A World of Barbecue,Tahini Nui,2019-05-24,22.050466550000003,-159.55876775017003,,,Hawaii
30,1,A World of Barbecue,Grand Ole BBQ,2019-05-24,32.7174209,-117.1627714,4.5,$$,California
30,1,A World of Barbecue,Locale BBQ Post,2019-05-24,39.7459468,-75.546589,4.0,$$,Delaware
30,2,"Sausage, Shawarma and Scaloppini",Tahini,2019-05-31,32.7174209,-117.1627714,4.5,$,California
30,2,"Sausage, Shawarma and Scaloppini",Corduroy Pie Co.,2019-05-31,49.2608724,-123.1139529,4.5,$$,British Columbia
30,2,"Sausage, Shawarma and Scaloppini",Luigi Vitrone's Pastabilities Trattoria,2019-05-31,39.7459468,-75.546589,4.0,$$,Delaware
