season,episode,title,restaurant,air_date,latitude,longitude,rating,price,state
23,Special,Extra Helpings,Café Nooner,2015-11-27,40.8020712,-124.1636729,4.0,$$,California
23,Special,Extra Helpings,Café Nooner,2015-11-27,40.8020712,-124.1636729,4.0,$$,California
23,Special,Extra Helpings,Sakaya Kitchen,2015-11-27,25.7742658,-80.1936589,3.5,$$,Florida
23,Special,Extra Helpings,Sakaya Kitchen,2015-11-27,25.7742658,-80.1936589,3.5,$$,Florida
23,Special,Extra Helpings,Sakaya Kitchen,2015-11-27,25.7742658,-80.1936589,3.5,$$,Florida
23,Special,Extra Helpings,Bless My Soul,2015-11-27,40.8020712,-124.1636729,,,California
23,Special,Extra Helpings,Bless My Soul,2015-11-27,40.8020712,-124.1636729,,,California
23,Special,Extra Helpings,Brindle Room,2015-11-27,40.7127281,-74.0060152,4.0,$$,New York
23,Special,Extra Helpings,Brindle Room,2015-11-27,40.7127281,-74.0060152,4.0,$$,New York
23,Special,Extra Helpings,Brick & Fire,2015-11-27,40.8020712,-124.1636729,4.5,$$,California
23,Special,Extra Helpings,Brick & Fire,2015-11-27,40.8020712,-124.1636729,4.5,$$,California
23,Special,Extra Helpings,Black Tree,2015-11-27,40.7127281,-74.0060152,,,New York
23,Special,Extra Helpings,Black Tree,2015-11-27,40.7127281,-74.0060152,,,New York
23,Special,Extra Helpings,Paul's Live From New York,2015-11-27,40.8020712,-124.1636729,3.5,$,California
23,Special,Extra Helpings,Paul's Live From New York,2015-11-27,40.8020712,-124.1636729,3.5,$,California
23,Special,Holiday Hoopla,Mas Tacos,2015-12-11,36.1622296,-86.7743531,4.5,$,Tennessee
23,Special,Holiday Hoopla,Center Point Pit Barbecue,2015-12-11,36.3049177,-86.621443,3.5,$,Tennessee
23,Special,Holiday Hoopla,Center Point Pit Barbecue,2015-12-11,36.3049177,-86.621443,3.5,$,Tennessee
23,Special,Holiday Hoopla,Miller's East Coast Deli,2015-12-11,37.7790262,-122.4199061,3.5,$$,California
23,Special,Holiday Hoopla,Miller's East Coast Deli,2015-12-11,37.7790262,-122.4199061,3.5,$$,California
23,Special,Holiday Hoopla,Flakowitz of Boynton,2015-12-11,26.5256179,-80.0666026,3.0,$$,Florida
23,Special,Holiday Hoopla,The Bagel Delicatessen & Restaurant,2015-12-11,39.7392364,-104.9848623,,,Colorado
23,Special,Holiday Hoopla,The Bagel Delicatessen & Restaurant,2015-12-11,39.7392364,-104.9848623,,,Colorado
23,Special,Holiday Hoopla,At Last Cafe,2015-12-11,33.7690164,-118.1916048,,,California
23,Special,Holiday Hoopla,Big Daddy's BBQ & Banquet,2015-12-11,64.837845,-147.716675,,,Alaska
24,1,All Kinds of Meat,Alewife Baltimore,2016-01-01,39.2908816,-76.610759,,,Maryland
24,1,All Kinds of Meat,Carving Room,2016-01-01,38.8948932,-77.0365529,4.0,$$,DC
24,1,All Kinds of Meat,Spice Island Grill,2016-01-01,38.8339578,-104.8253485,4.0,$$,Colorado
24,2,Triple D All Stars,Tacopocalypse,2016-01-03,41.5910641,-93.6037149,,,Iowa
24,2,Triple D All Stars,Tacopocalypse,2016-01-03,41.5910641,-93.6037149,,,Iowa
24,2,Triple D All Stars,Artiso's,2016-01-03,40.7596198,-111.8867975,,,Utah
24,2,Triple D All Stars,Artiso's,2016-01-03,40.7596198,-111.8867975,,,Utah
24,2,Triple D All Stars,Sakaya Kitchen,2016-01-03,25.7742658,-80.1936589,3.5,$$,Florida
24,2,Triple D All Stars,Sakaya Kitchen,2016-01-03,25.7742658,-80.1936589,3.5,$$,Florida
24,2,Triple D All Stars,Sakaya Kitchen,2016-01-03,25.7742658,-80.1936589,3.5,$$,Florida
24,2,Triple D All Stars,Chef Lou's Westside Drive-In,2016-01-03,43.6166163,-116.200886,3.5,$,Idaho
24,2,Triple D All Stars,Chef Lou's Westside Drive-In,2016-01-03,43.6166163,-116.200886,3.5,$,Idaho
24,2,Triple D All Stars,Pagoda Restaurant,2016-01-03,64.750997,-147.349319,4.0,$$,Alaska
24,3,Family Legacies,Miss Shirley's Cafe,2016-01-15,39.2908816,-76.610759,4.0,$$,Maryland
24,3,Family Legacies,Sam's Rialto Bar & Grill,2016-01-15,39.3898388,-74.5240422,,,New Jersey
24,3,Family Legacies,Front Range Barbeque,2016-01-15,38.8339578,-104.8253485,4.0,$$,Colorado
24,4,Rockin' New Orleans,The Creole Creamery,2016-01-20,29.9499323,-90.0701156,4.5,$,Louisiana
24,4,Rockin' New Orleans,The Creole Creamery,2016-01-20,29.9499323,-90.0701156,4.5,$,Louisiana
24,4,Rockin' New Orleans,The Joint,2016-01-20,29.9499323,-90.0701156,4.5,$$,Louisiana
24,4,Rockin' New Orleans,The Joint,2016-01-20,29.9499323,-90.0701156,4.5,$$,Louisiana
24,4,Rockin' New Orleans,Surrey's Cafe,2016-01-20,29.9499323,-90.0701156,,,Louisiana
24,4,Rockin' New Orleans,Parasol's Restaurant & Bar,2016-01-20,29.9499323,-90.0701156,4.0,$$,Louisiana
24,4,Rockin' New Orleans,Joey K's Restaurant & Bar,2016-01-20,29.9499323,-90.0701156,4.0,$$,Louisiana
24,4,Rockin' New Orleans,Joey K's Restaurant & Bar,2016-01-20,29.9499323,-90.0701156,4.0,$$,Louisiana
24,5,Between the Bread,Skirted Heiffer,2016-01-22,38.8339578,-104.8253485,4.0,$,Colorado
24,5,Between the Bread,Bub and Pop's,2016-01-22,38.8948932,-77.0365529,4.5,$$,DC
24,5,Between the Bread,Vagabond Kitchen & Tap House,2016-01-22,39.3642852,-74.4229351,4.0,$$,New Jersey
24,6,Comfort Food Mash-Up,Trina's Starlite Lounge,2016-02-03,42.3875968,-71.0994968,4.0,$$,Massachusetts
24,6,Comfort Food Mash-Up,Trina's Starlite Lounge,2016-02-03,42.3875968,-71.0994968,4.0,$$,Massachusetts
24,6,Comfort Food Mash-Up,The Starling Diner,2016-02-03,33.7690164,-118.1916048,4.0,$$,California
24,6,Comfort Food Mash-Up,The Starling Diner,2016-02-03,33.7690164,-118.1916048,4.0,$$,California
24,6,Comfort Food Mash-Up,The Alley Restaurant at Aiea Bowl,2016-02-03,21.3822222,-157.9336111,4.0,$$,Hawaii
24,6,Comfort Food Mash-Up,Frank's Noodle House,2016-02-03,45.5202471,-122.6741949,3.5,$$,Oregon
24,6,Comfort Food Mash-Up,Frank's Noodle House,2016-02-03,45.5202471,-122.6741949,3.5,$$,Oregon
24,6,Comfort Food Mash-Up,Gold 'N Silver Inn,2016-02-03,39.5261206,-119.8126581,3.5,$$,Nevada
24,6,Comfort Food Mash-Up,Ramona Cafe,2016-02-03,33.0417112,-116.8680821,3.0,$$,California
24,7,Smoke and Seafood,The Fish House,2016-03-11,25.091338,-80.46777414781022,4.0,$$,Florida
24,7,Smoke and Seafood,Islamorada Shrimp Shack,2016-03-11,24.9242995,-80.6278404,4.0,$$,Florida
24,7,Smoke and Seafood,The Smoking Swine,2016-03-11,39.2908816,-76.610759,4.5,$$,Maryland
24,8,International Appeal,Digiorgio's Cafe Largo,2016-03-25,25.091338,-80.46777414781022,4.0,$$,Florida
24,8,International Appeal,El Nuevo Frutilandia,2016-03-25,37.7790262,-122.4199061,4.0,$$,California
24,8,International Appeal,Green Papaya Food Truck,2016-03-25,37.9577016,-121.2907796,4.0,$,California
24,9,"Tacos, Turtles, and Tri-tip",Green Turtle Inn,2016-04-08,24.9242995,-80.6278404,4.0,$$,Florida
24,9,"Tacos, Turtles, and Tri-tip",Midtown Creperie,2016-04-08,37.9577016,-121.2907796,3.5,$$,California
24,9,"Tacos, Turtles, and Tri-tip",Cosecha Cafe,2016-04-08,37.8044557,-122.2713563,4.0,$$,California
24,10,Succulent Sandwiches,Clove and Hoof,2016-04-15,37.8044557,-122.2713563,4.0,$$,California
24,10,Succulent Sandwiches,Food Fix Truck,2016-04-15,37.6390972,-120.9968782,4.5,$$,California
24,10,Succulent Sandwiches,Pilot House Marina & Restaurant,2016-04-15,25.091338,-80.46777414781022,3.5,$$,Florida
24,11,Hot Meat and Cool Veg,Souley Vegan,2016-04-22,37.8044557,-122.2713563,4.0,$$,California
24,11,Hot Meat and Cool Veg,Bauer's 66 1/2,2016-04-22,37.6390972,-120.9968782,4.5,$$,California
24,11,Hot Meat and Cool Veg,M.E.A.T. Eatery and Tap Room,2016-04-22,24.9242995,-80.6278404,4.5,$$,Florida
24,12,South Beach Sizzle,Taquiza,2016-05-06,25.7929198,-80.1353006,4.0,$$,Florida
24,12,South Beach Sizzle,Lou's Beer Garden,2016-05-06,25.7929198,-80.1353006,4.0,$$,Florida
24,12,South Beach Sizzle,Hofbrau Beer Hall,2016-05-06,25.7929198,-80.1353006,,,Florida
24,13,"Smoked, Grilled, and Fried",Commonwealth,2016-05-26,37.6390972,-120.9968782,4.0,$$,California
24,13,"Smoked, Grilled, and Fried",Miami Smokers,2016-05-26,25.7742658,-80.1936589,,,Florida
24,13,"Smoked, Grilled, and Fried",Smitty's Wings & Things,2016-05-26,37.9577016,-121.2907796,4.0,$$,California
24,14,Cruisin' in Cuba,El Figaro,2016-06-03,23.135305,-82.3589631,,,Cuba
24,14,Cruisin' in Cuba,Nazdarovie,2016-06-03,23.135305,-82.3589631,,,Cuba
24,14,Cruisin' in Cuba,Restaurante Fonda Paladar la Paila,2016-06-03,23.135305,-82.3589631,,,Cuba
24,15,Havana Hot Spots,Al Carbon,2016-06-10,23.135305,-82.3589631,,,Cuba
24,15,Havana Hot Spots,La Catedral,2016-06-10,23.135305,-82.3589631,,,Cuba
24,15,Havana Hot Spots,Casa Abel,2016-06-10,23.135305,-82.3589631,,,Cuba
24,16,Great Gear,Gian's Deli,2016-06-17,37.9577016,-121.2907796,4.0,$,California
24,16,Great Gear,The Outrigger Pizza Company,2016-06-17,20.7476261,-156.4549898,4.5,$$,Hawaii
24,16,Great Gear,CatHead's BBQ,2016-06-17,37.7790262,-122.4199061,4.0,$$,California
25,1,Soakin' Up Maui,Da Kitchen,2016-07-01,20.8747708,-156.4529829390927,4.0,$$,Hawaii
25,1,Soakin' Up Maui,Fat Daddy's Smokehouse,2016-07-01,20.7476261,-156.4549898,4.0,$$,Hawaii
25,1,Soakin' Up Maui,Like Poke,2016-07-01,20.8747708,-156.4529829390927,4.5,$$,Hawaii
25,2,"Asia, Africa and India",Radio Africa & Kitchen,2016-07-08,37.7790262,-122.4199061,4.5,$$,California
25,2,"Asia, Africa and India",Belly & Snout,2016-07-08,34.0536909,-118.2427666,3.5,,California
25,2,"Asia, Africa and India",Gandhi Mahal Restaurant,2016-07-08,44.9772995,-93.2654692,,,Minnesota
25,3,"Creole, Cold Cuts and Crepes",Star Noodle,2016-07-15,20.8738769,-156.6776784,4.0,$$,Hawaii
25,3,"Creole, Cold Cuts and Crepes",The Herbivorous Butcher,2016-07-15,44.9772995,-93.2654692,4.5,$$,Minnesota
25,3,"Creole, Cold Cuts and Crepes",Harold & Belle's,2016-07-15,34.0536909,-118.2427666,3.5,$$,California
25,4,Chew and Brew,Surly Brewing Company,2016-08-05,44.9772995,-93.2654692,4.0,$$,Minnesota
25,4,Chew and Brew,The Local,2016-08-05,25.72149,-80.2683838,,,Florida
25,4,Chew and Brew,Delancey Pizzeria & Bar,2016-08-05,34.0980031,-118.3295232,,,California
25,5,Global Greats,The Original Barone's Famous Italian,2016-08-12,34.1826379,-118.4138666,,,California
25,5,Global Greats,Miso Phat Sushi,2016-08-12,20.7476261,-156.4549898,4.5,$$,Hawaii
25,5,Global Greats,Holy Land,2016-08-12,44.9772995,-93.2654692,4.0,$$,Minnesota
25,6,"Sausage, Seafood and Shawarma",Street Food 360,2016-09-09,43.0717552,-70.7625532,4.0,,New Hampshire
25,6,"Sausage, Seafood and Shawarma",Ivan's Cookhouse,2016-09-09,25.9331488,-80.1625463,3.5,$$,Florida
25,6,"Sausage, Seafood and Shawarma",Red Wagon Pizza Company,2016-09-09,44.9772995,-93.2654692,4.0,$$,Minnesota
25,7,Cosmopolitan Comfort,Azla Ethiopian Vegan,2016-09-16,34.0536909,-118.2427666,,,California
25,7,Cosmopolitan Comfort,Prairie Dogs,2016-09-16,44.9772995,-93.2654692,,,Minnesota
25,7,Cosmopolitan Comfort,Moxy,2016-09-16,43.0717552,-70.7625532,4.0,$$,New Hampshire
25,8,"Burgers, Buns and Bagels",The Kitchen,2016-10-07,43.0717552,-70.7625532,,,New Hampshire
25,8,"Burgers, Buns and Bagels",The Kitchen,2016-10-07,43.0717552,-70.7625532,5.0,,California
25,8,"Burgers, Buns and Bagels",Bagel Street,2016-10-07,40.3329935,-74.58525122985436,4.0,$,New Jersey
25,8,"Burgers, Buns and Bagels",The Bun Shop,2016-10-07,34.0536909,-118.2427666,4.0,$,California
25,9,"Big Food, Small Towns",Vincentown Diner,2016-10-14,39.9340023,-74.7484938,3.5,$$,New Jersey
25,9,"Big Food, Small Towns",Rocky Hill Inn,2016-10-14,40.3998283,-74.6343244,,,New Jersey
25,9,"Big Food, Small Towns",Tuckaway Tavern & Butchery,2016-10-14,43.0361961,-71.1833951,4.0,$$,New Hampshire
25,10,From Port to Port,Vida Cantina,2016-11-04,43.0717552,-70.7625532,4.0,$$,New Hampshire
25,10,From Port to Port,Ataula,2016-11-04,45.5202471,-122.6741949,4.5,$$,Oregon
25,10,From Port to Port,P's & Q's Market,2016-11-04,45.5202471,-122.6741949,4.5,$$,Oregon
25,11,Turkey-giving,45 Market Street Bakery & Cafe,2016-11-18,43.2513865,-70.8903607,4.5,$$,New Hampshire
25,11,Turkey-giving,The Table Cafe,2016-11-18,38.2542376,-85.759407,4.5,$,Kentucky
25,11,Turkey-giving,Jammin' Crepes,2016-11-18,40.3492744,-74.6592958,4.0,$$,New Jersey
25,12,"Brunch, Bologna and Burgers",Gralehaus,2016-12-02,38.2542376,-85.759407,4.5,$$,Kentucky
25,12,"Brunch, Bologna and Burgers",The Original,2016-12-02,45.5202471,-122.6741949,3.5,$$,Oregon
25,12,"Brunch, Bologna and Burgers",Grind Burger Kitchen,2016-12-02,38.2542376,-85.759407,4.0,$$,Kentucky
25,13,Carnivore Creations,"Momma''s Mustard, Pickles & BBQ",2016-12-23,38.2542376,-85.759407,4.0,$$,Kentucky
25,13,Carnivore Creations,Jersey Girl Cafe,2016-12-23,40.2041625,-74.67932438979872,4.0,$,New Jersey
25,13,Carnivore Creations,Tails & Trotters,2016-12-23,45.5202471,-122.6741949,4.5,$$,Oregon
26,1,Belly Up to Barcelona,Cal Boter,2017-01-06,41.3828939,2.1774322,4.5,€€,Spain
26,1,Belly Up to Barcelona,Can Conesa,2017-01-06,41.3828939,2.1774322,3.0,,Spain
26,1,Belly Up to Barcelona,Pulperia A Gudiña,2017-01-06,41.3828939,2.1774322,4.0,€€,Spain
26,2,A Sampling of Spain,Can Vilaro,2017-01-13,41.3828939,2.1774322,4.0,,Spain
26,2,A Sampling of Spain,El Pacifico,2017-01-13,41.3828939,2.1774322,3.5,€€,Spain
26,2,A Sampling of Spain,Bar Morryssom,2017-01-13,41.3828939,2.1774322,4.0,€,Spain
26,3,Mega Mouthfuls,The Seafood Lady,2017-01-20,38.2542376,-85.759407,3.5,$$,Kentucky
26,3,Mega Mouthfuls,Dolce & Clemente's,2017-01-20,40.223825250000004,-74.58928428901505,4.5,$$,New Jersey
26,3,Mega Mouthfuls,Matt's BBQ,2017-01-20,45.5202471,-122.6741949,4.5,$$,Oregon
26,4,"Swiss, Sandwiches and Sausage",Swiss Hibiscus,2017-02-10,45.5202471,-122.6741949,5.0,$$,Oregon
26,4,"Swiss, Sandwiches and Sausage",Papi Queso Food Truck,2017-02-10,35.2270869,-80.8431268,,,North Carolina
26,4,"Swiss, Sandwiches and Sausage",JJ's Red Hots,2017-02-10,35.2270869,-80.8431268,4.0,$,North Carolina
26,5,"Beef, Lamb and Pig",Irish Rover,2017-02-17,38.2542376,-85.759407,4.0,$$,Kentucky
26,5,"Beef, Lamb and Pig",The Improper Pig,2017-02-17,35.2270869,-80.8431268,4.0,$$,North Carolina
26,5,"Beef, Lamb and Pig",Bang Bang Burgers,2017-02-17,35.2270869,-80.8431268,4.5,$$,North Carolina
26,6,Kickin' It in Cancun,Guy Fieri's Playa del Carmen Kitchen & Bar,2017-03-17,20.6308643,-87.0779503,,,Mexico
26,6,Kickin' It in Cancun,Mora Mora,2017-03-17,21.1617854,-86.8510468,4.5,$$,Mexico
26,6,Kickin' It in Cancun,El Rincon de los Antojos,2017-03-17,21.1617854,-86.8510468,4.0,$,Mexico
26,7,Not Your Typical Joints,Q-Shi,2017-03-24,31.8160381,-99.5120986,,,Texas
26,7,Not Your Typical Joints,Fud at Salud,2017-03-24,35.2270869,-80.8431268,,,North Carolina
26,7,Not Your Typical Joints,El Fish Fritanga,2017-03-24,21.1617854,-86.8510468,4.5,$$,Mexico
26,8,From North to South America,Pinchez Tacos,2017-03-31,21.1617854,-86.8510468,5.0,$,Mexico
26,8,From North to South America,Heist Brewery,2017-03-31,35.2270869,-80.8431268,3.5,$$,North Carolina
26,8,From North to South America,The Original Marini's Empanada House,2017-03-31,29.7589382,-95.3676974,4.5,$,Texas
26,9,Goin' International,Cafe Lili,2017-04-07,29.7589382,-95.3676974,4.0,$$,Texas
26,9,Goin' International,The Surfin' Burrito,2017-04-07,21.1617854,-86.8510468,4.0,$$,Mexico
26,9,Goin' International,Cool Runnings Jamaican Grill,2017-04-07,29.7589382,-95.3676974,4.0,$$,Texas
26,10,Wonder Women,The Meatball Stoppe,2017-04-21,28.5421109,-81.3790304,4.5,$$,Florida
26,10,Wonder Women,Se7en Bites Bakeshop,2017-04-21,28.5421109,-81.3790304,4.5,$$,Florida
26,10,Wonder Women,Irma's Original,2017-04-21,29.7589382,-95.3676974,3.0,$$,Texas
26,11,Multicultural Cooking,Willie's Pinchos,2017-04-28,28.5421109,-81.3790304,4.5,$,Florida
26,11,Multicultural Cooking,The Pastrami Project,2017-04-28,28.5421109,-81.3790304,4.5,$,Florida
26,11,Multicultural Cooking,Cuchara Restaurant,2017-04-28,29.7589382,-95.3676974,,,Texas
26,12,"Turkey, Taters and Dogs",Mrs. Potato,2017-05-12,28.5421109,-81.3790304,4.5,$$,Florida
26,12,"Turkey, Taters and Dogs",Fat One's Hot Dogs and Italian Ice,2017-05-12,28.5421109,-81.3790304,3.5,,Florida
26,12,"Turkey, Taters and Dogs",Sherman's Deli & Bakery,2017-05-12,33.8246269,-116.540303,4.0,$$,California
26,13,"Burgers, Beef and Barbecue",HoBo's BBQ,2017-05-26,33.4946353,-117.1473661,4.0,$$,California
26,13,"Burgers, Beef and Barbecue",Saigon Noodle and Grill,2017-05-26,28.5421109,-81.3790304,4.5,$$,Florida
26,13,"Burgers, Beef and Barbecue",Grill-a-Burger,2017-05-26,33.7288179,-116.3825711,4.0,$$,California
26,14,Chicken Trifecta,Fleetwood's on Front St.,2017-06-09,20.8738769,-156.6776784,,,Hawaii
26,14,Chicken Trifecta,Thai Mee Up,2017-06-09,20.8747708,-156.4529829390927,4.5,$$,Hawaii
26,14,Chicken Trifecta,Frankinbun,2017-06-09,33.8246269,-116.540303,3.5,$,California
26,15,From Spicy to Icy,Zobo & Meester's,2017-06-16,33.822998049999995,-116.4668702427116,4.5,$$,California
26,15,From Spicy to Icy,Down the Hatch Maui,2017-06-16,20.8738769,-156.6776784,4.5,$$,Hawaii
26,15,From Spicy to Icy,The Dirty Buffalo,2017-06-16,36.8462923,-76.2929252,4.0,$$,Virginia
26,16,Island and Desert,Wilma & Frieda,2017-06-30,33.7288179,-116.3825711,4.5,$$,California
26,16,Island and Desert,Carib Shack,2017-06-30,36.8529841,-75.9774183,4.5,$,Virginia
26,16,Island and Desert,Maui Brick Oven,2017-06-30,20.7476261,-156.4549898,4.0,$$,Hawaii
27,1,"Sandwiches, Spaetzle and Sticky Wings",Alkaline,2017-07-07,36.8462923,-76.2929252,4.0,$$,Virginia
27,1,"Sandwiches, Spaetzle and Sticky Wings",Pendulum Fine Meats,2017-07-07,36.8462923,-76.2929252,5.0,$$,Virginia
27,1,"Sandwiches, Spaetzle and Sticky Wings",Brigit & Bernard's Garden Cafe,2017-07-07,20.8747708,-156.4529829390927,4.0,$$,Hawaii
27,2,Flavor Adventure,Maui Fresh Streatery,2017-07-14,20.8747708,-156.4529829390927,4.5,$$,Hawaii
27,2,Flavor Adventure,ediBOL,2017-07-14,34.0536909,-118.2427666,4.5,$$,California
27,2,Flavor Adventure,Jessy's Tienda y Taqueria,2017-07-14,36.8462923,-76.2929252,4.0,$$,Virginia
27,3,"Barbecue, Batter and Beer Can Chicken",Three's Bar and Grill,2017-07-21,20.7476261,-156.4549898,4.0,$$,Hawaii
27,3,"Barbecue, Batter and Beer Can Chicken",BatterFish,2017-07-21,34.0250724,-118.4965129,,,California
27,3,"Barbecue, Batter and Beer Can Chicken",Horse Thief BBQ,2017-07-21,34.0536909,-118.2427666,3.5,$$,California
27,4,Ocean Coasts and Great Lakes,La Tostaderia,2017-09-15,34.0536909,-118.2427666,4.0,$$,California
27,4,Ocean Coasts and Great Lakes,The Grilled Cheese Bistro,2017-09-15,36.8462923,-76.2929252,4.5,$$,Virginia
27,4,Ocean Coasts and Great Lakes,Meat Southern BBQ & Carnivore Cuisine,2017-09-15,42.7337712,-84.5553805,,,Michigan
27,5,A Passport of Flavor,La Panaderia,2017-09-22,29.4246002,-98.4951405,4.5,$$,Texas
27,5,A Passport of Flavor,Capital City BBQ,2017-09-22,42.7337712,-84.5553805,4.0,$,Michigan
27,5,A Passport of Flavor,Zaytoon Mediterranean,2017-09-22,42.7337712,-84.5553805,4.5,$$,Michigan
27,6,"Old Faces, New Places",Fat Olives,2017-10-06,35.1987522,-111.6518229,4.5,$$,Arizona
27,6,"Old Faces, New Places",Sunset Pointe,2017-10-06,30.507956,-87.89742922432941,4.5,$$,Alabama
27,6,"Old Faces, New Places",Blackbrick,2017-10-06,25.7742658,-80.1936589,,,Florida
27,7,From Pied to Fried,Buya Ramen,2017-10-13,27.7703796,-82.6695085,,,Florida
27,7,From Pied to Fried,Eastside Fish Fry & Grill,2017-10-13,42.7337712,-84.5553805,4.0,$,Michigan
27,7,From Pied to Fried,Bourrée,2017-10-13,29.9499323,-90.0701156,4.0,$$,Louisiana
27,8,Sammies and Spice,The Roost,2017-11-10,40.1672117,-105.1019287,4.0,$$,Colorado
27,8,Sammies and Spice,Loops,2017-11-10,39.9622601,-83.0007065,4.0,$,Ohio
27,8,Sammies and Spice,Jitlada Restaurant,2017-11-10,34.0536909,-118.2427666,,,California
27,9,College-Town Champs,Pierogi Mountain,2017-11-17,39.9622601,-83.0007065,4.5,$,Ohio
27,9,College-Town Champs,Ray Ray's Hog Pit,2017-11-17,39.9622601,-83.0007065,4.5,$$,Ohio
27,9,College-Town Champs,Aloy Thai Cuisine,2017-11-17,40.0149856,-105.2705456,4.0,$$,Colorado
27,10,"Breakfast, Brisket and Belly",Nighthawk Breakfast Bar,2017-12-15,33.995044,-118.4668875,4.5,$$,California
27,10,"Breakfast, Brisket and Belly",Sweet Carrot,2017-12-15,39.9622601,-83.0007065,4.0,$$,Ohio
27,10,"Breakfast, Brisket and Belly",Bootleggers Modern America Smokehouse,2017-12-15,33.4942189,-111.9260184,4.0,$$,Arizona
27,11,"Poutine, Pizza and Pork",Samples Restaurant,2018-01-05,40.1672117,-105.1019287,,,Colorado
27,11,"Poutine, Pizza and Pork",Tutta's Pizza,2018-01-05,32.7762719,-96.7968559,4.0,$$,Texas
27,11,"Poutine, Pizza and Pork",Slanted Rice Vietnamese Bistro,2018-01-05,33.4942189,-111.9260184,4.0,$$,Arizona
28,1,Mom's Kitchen,Zoe Ma Ma,2017-12-22,40.0149856,-105.2705456,3.5,$,Colorado
28,1,Mom's Kitchen,Ena's Caribbean Kitchen,2017-12-22,39.9622601,-83.0007065,4.0,$$,Ohio
28,1,Mom's Kitchen,Republica Empanada,2017-12-22,33.4151117,-111.8314773,4.5,$,Arizona
28,2,Delicious Discoveries,Momo Ghar,2018-01-19,39.9622601,-83.0007065,4.5,$,Ohio
28,2,Delicious Discoveries,Tacos Mariachi,2018-01-19,32.7762719,-96.7968559,4.5,$,Texas
28,2,Delicious Discoveries,Nora Restaurant and Bar,2018-01-19,32.7762719,-96.7968559,4.0,$$,Texas
28,3,Bird and Beef,The Post Brewing Company,2018-02-02,40.1672117,-105.1019287,4.0,$$,Colorado
28,3,Bird and Beef,One90 Smoked Meats,2018-02-02,32.7762719,-96.7968559,4.5,$$,Texas
28,3,Bird and Beef,Tacos Chiwas,2018-02-02,33.4484367,-112.0741417,4.5,$,Arizona
28,4,All Kinds of Comfort,Grubstak,2018-02-18,33.3527632,-111.7890373,4.5,$$,Arizona
28,4,All Kinds of Comfort,Audrey Jane's Pizza Garage,2018-02-18,40.0149856,-105.2705456,4.5,$,Colorado
28,4,All Kinds of Comfort,Whistle Britches,2018-02-18,32.7762719,-96.7968559,4.0,$$,Texas
28,5,Rollin' in the Dough,Aloha Kitchen,2018-03-02,33.4151117,-111.8314773,4.5,$$,Arizona
28,5,Rollin' in the Dough,Renee's Organic Oven,2018-03-02,32.2228765,-110.9748477,4.5,$$,Arizona
28,5,Rollin' in the Dough,Mojo Donuts and Fried Chicken,2018-03-02,25.7742658,-80.1936589,4.5,$,Florida
28,6,International Intrigue,CrushCraft Thai Street Eats,2018-03-09,32.7762719,-96.7968559,4.0,$,Texas
28,6,International Intrigue,Milly's Empanada Factory,2018-03-09,25.7742658,-80.1936589,5.0,$,Florida
28,6,International Intrigue,Zeman's,2018-03-09,32.2228765,-110.9748477,4.5,$$,Arizona
28,7,Lights-Out Latin,Mr. & Mrs. Bun,2018-03-30,25.7742658,-80.1936589,4.5,$$,Florida
28,7,Lights-Out Latin,Ceviche's,2018-03-30,34.2257282,-77.9447107,4.5,$$,North Carolina
28,7,Lights-Out Latin,Cafe Tumerico,2018-03-30,32.2228765,-110.9748477,5.0,$$,Arizona
28,8,"Pizza, Pork and Peru",The Cosmos,2018-04-06,42.7337712,-84.5553805,,,Michigan
28,8,"Pizza, Pork and Peru",Copper Penny,2018-04-06,34.2257282,-77.9447107,4.5,$$,North Carolina
28,8,"Pizza, Pork and Peru",Inca's Peruvian Cuisine,2018-04-06,32.2228765,-110.9748477,4.0,$$,Arizona
28,9,Seafood and Savory,Something Fishy Seafood Restaurant,2018-04-27,34.2257282,-77.9447107,3.5,$$,North Carolina
28,9,Seafood and Savory,The Purple Carrot,2018-04-27,42.7220755,-84.4275232,3.5,$,Michigan
28,9,Seafood and Savory,Chef Alisah's Restaurant,2018-04-27,32.2228765,-110.9748477,4.5,$$,Arizona
28,10,Grab and Grub,Doce Provisions,2018-05-04,25.7742658,-80.1936589,4.5,$$,Florida
28,10,Grab and Grub,Rocco's Little Chicago,2018-05-04,32.2228765,-110.9748477,4.0,$$,Arizona
28,10,Grab and Grub,Fork-n-Cork,2018-05-04,34.2257282,-77.9447107,,,North Carolina
28,11,BBQ Bites and Southern Flavor,Wood Shop BBQ,2018-05-25,47.6038321,-122.3300624,4.5,$$,Washington
28,11,BBQ Bites and Southern Flavor,Cast Iron Kitchen,2018-05-25,34.2257282,-77.9447107,4.5,$$,North Carolina
28,11,BBQ Bites and Southern Flavor,Southern Cafe,2018-05-25,37.8044557,-122.2713563,4.0,$$,California
28,12,"East Coast, West Coast",Calafia Cafe,2018-06-08,37.4443293,-122.1598465,3.5,$,California
28,12,"East Coast, West Coast",Sweet n Savory Cafe,2018-06-08,34.2257282,-77.9447107,4.0,$$,North Carolina
28,12,"East Coast, West Coast",W.E.P.A.! at Brix 581,2018-06-08,37.8044557,-122.2713563,,,California
28,13,"Italian, Hawaiian and Colombian",Umekes Fishmarket Bar & Grill,2018-06-29,19.641941,-155.996933,4.0,$$,Hawaii
